,train_name,train_number,source,destination,distance,total_time,departure,arrival
210,Tatanagar-Rajendra Nagar Special,03284,TATANAGAR JN,RAJENDRA NAGAR BIHAR,496,0 days 11:00:00,11:00:00,22:00:00
211,Delhi Gaya S,03686,OLD DELHI,GAYA JN,972,0 days 14:35:00,19:10:00,09:45:00
212,Sainagar Shirdi - H. Nizamuddin (Weekly) Special,04011,SAINAGAR SHIRDI,DELHI H NIZAMUDDIN,1361,1 days 02:55:00,10:00:00,12:55:00
213,Delhi-Panipat Special,04031,OLD DELHI,PANIPAT JN,89,0 days 02:50:00,05:30:00,08:20:00
214,Panipat Delhi Special,04032,PANIPAT JN,OLD DELHI,89,0 days 02:30:00,18:30:00,21:00:00
215,Anand Vihar T.-Jammu Tawi Special,04053,ANAND VIHAR TRM,JAMMU TAWI,633,0 days 12:35:00,23:15:00,11:50:00
216,Jammu Tawi-Anand Vihar Special,04054,JAMMU TAWI,ANAND VIHAR TRM,633,0 days 12:10:00,17:30:00,05:40:00
217,Allahabad - Mumbai LTT (Weekly) Special,04115,ALLAHABAD JN,LOKMANYA TILAK TERM,1533,1 days 04:15:00,10:20:00,14:35:00
218,Jaipur Luharu Special,02081,JAIPUR,Loharu,229,0 days 06:35:00,18:25:00,01:00:00
219,Mumbai LTT-Allahabad Special,04116,LOKMANYA TILAK TERM,ALLAHABAD JN,1533,1 days 06:00:00,15:50:00,21:50:00
220,Lucknow -New Delhi Special,04201,LUCKNOW,NEW DELHI,493,0 days 09:35:00,22:45:00,08:20:00
221,New Delhi-Lucknow tri-weekly Special,04202,NEW DELHI,LUCKNOW,493,0 days 09:50:00,23:55:00,09:45:00
222,Varanasi-Old Delhi Special,04203,VARANASI JN,OLD DELHI,770,0 days 14:10:00,20:00:00,10:10:00
223,Saket Express Slip,11067-Slip,LOKMANYA TILAK TERM,RAE BARELI JN,1502,1 days 03:00:00,05:20:00,08:20:00
224,Varanasi-Gwalior Bundelkhand Express,11108,VARANASI JN,GWALIOR JN,624,0 days 14:50:00,18:05:00,08:55:00
225,Jhansi-Lucknow Intercity Express,11109,JHANSI JN,LUCKNOW,292,0 days 05:50:00,06:10:00,12:00:00
226,Lucknow-Jhansi InterCity,11110,LUCKNOW,JHANSI JN,292,0 days 06:05:00,16:30:00,22:35:00
227,Barauni-Gwalior Mail,11123,BARAUNI JN,GWALIOR JN,1055,1 days 02:15:00,18:45:00,21:00:00
228,Gwalior Barauni Mail,11124,GWALIOR JN,BARAUNI JN,1055,1 days 01:20:00,11:45:00,13:05:00
229,Indore Gwalior Express,11125,INDORE JN BG,GWALIOR JN,562,0 days 12:10:00,20:15:00,08:25:00
230,Gwalior Indore Express,11126,GWALIOR JN,INDORE JN BG,562,0 days 12:20:00,19:30:00,07:50:00
231,Prerna Express,11454,NAGPUR,AHMEDABAD JN,959,0 days 18:05:00,09:35:00,03:40:00
232,BARI SADRI - MAVLI PASSENGER,52071,BARI SADRI,MAVLI JN,82,0 days 02:55:00,12:45:00,15:40:00
233,Chennai Salem Express Slip,11063-Slip,CHENNAI EGMORE,METUR DAM,393,0 days 09:05:00,23:00:00,08:05:00
234,MUMBAI LTT - DARBHANGA Pawan Exp,11065,LOKMANYA TILAK TERM,DARBHANGA JN,1880,1 days 13:05:00,12:15:00,01:20:00
235,DARBHANGA - MUMBAI LTT Pawan Exp,11066,DARBHANGA JN,LOKMANYA TILAK TERM,1880,1 days 14:35:00,13:10:00,03:45:00
236,MUMBAI LTT - FAIZABAD Saket Exp,11067,LOKMANYA TILAK TERM,FAIZABAD JN,1505,1 days 04:05:00,05:20:00,09:25:00
237,FAIZABAD - MUMBAI LTT Saket Exp,11068,FAIZABAD JN,LOKMANYA TILAK TERM,1505,1 days 06:05:00,15:35:00,21:40:00
238,Tulsi Express,11069,LOKMANYA TILAK TERM,ALLAHABAD JN,1511,1 days 03:30:00,05:20:00,08:50:00
239,Tulsi Express,11070,ALLAHABAD JN,LOKMANYA TILAK TERM,1511,1 days 05:25:00,16:15:00,21:40:00
240,Kamayani Express,11071,LOKMANYA TILAK TERM,VARANASI JN,1640,1 days 06:45:00,12:40:00,19:25:00
241,Kamayani Express,11072,VARANASI JN,LOKMANYA TILAK TERM,1640,1 days 07:15:00,15:50:00,23:05:00
242,Jhelum Express,11077,PUNE JN,JAMMU TAWI,2177,1 days 16:00:00,17:20:00,09:20:00
243,Jhelum Express,11078,JAMMU TAWI,PUNE JN,2173,1 days 16:50:00,21:45:00,14:35:00
244,Veraval Pune Express,11087,VERAVAL,PUNE JN,1066,0 days 22:20:00,06:25:00,04:45:00
245,Pune Veraval Express,11088,PUNE JN,VERAVAL,1066,0 days 20:50:00,19:50:00,16:40:00
246,BHAGAT KI KOTHI - PUNE Exp,11089,BHAGAT KI KOTHI,PUNE JN,1094,0 days 23:15:00,05:30:00,04:45:00
247,PUNE - BHAGAT KI KOTHI Exp,11090,PUNE JN,BHAGAT KI KOTHI,1094,0 days 21:45:00,19:50:00,17:35:00
248,BHUJ - PUNE Ahimsa Exp,11091,BHUJ,PUNE JN,993,0 days 20:45:00,08:00:00,04:45:00
249,PUNE - BHUJ Ahimsa Exp,11092,PUNE JN,BHUJ,993,0 days 19:30:00,19:50:00,15:20:00
250,MUMBAI CST - VARANASI Mahanagari Exp,11093,MUMBAI CST,VARANASI JN,1533,1 days 04:30:00,00:10:00,04:40:00
251,VARANASI - MUMBAI CST Mahanagari Exp,11094,VARANASI JN,MUMBAI CST,1533,1 days 02:50:00,11:25:00,14:15:00
252,Ahimsa Express,11095,AHMEDABAD JN,PUNE JN,635,0 days 12:45:00,16:00:00,04:45:00
253,Ahimsa Express,11096,PUNE JN,AHMEDABAD JN,635,0 days 11:55:00,19:50:00,07:45:00
254,Pratham Swatantrata Sangram Express,11105,KOLKATA CHITPUR,JHANSI JN,1326,1 days 01:25:00,07:25:00,08:50:00
255,Pratham Swatantrata Sangram Express,11106,JHANSI JN,KOLKATA CHITPUR,1326,1 days 01:05:00,20:40:00,21:45:00
256,AMBIKAPUR - JABALPUR Exp,11266,AMBIKAPUR,JABALPUR,433,0 days 08:50:00,06:05:00,14:55:00
257,Nandigram Express,11401,MUMBAI CST,NAGPUR,1139,0 days 23:40:00,16:35:00,16:15:00
258,Nandigram Express,11402,NAGPUR,MUMBAI CST,1139,0 days 23:40:00,06:00:00,05:40:00
259,NAGPUR - KOLHAPUR EXP,11403,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038,1 days 00:25:00,15:00:00,15:25:00
260,KOLHAPUR - NAGPUR EXP,11404,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038,0 days 23:45:00,12:50:00,12:35:00
261,Solapur - Hubli Express,11423,SOLAPUR JN,HUBLI JN,358,0 days 08:05:00,06:25:00,14:30:00
262,Hubli Jn - Solapur Express,11424,HUBLI JN,SOLAPUR JN,357,0 days 08:15:00,15:00:00,23:15:00
263,JABALPUR - KOL HOWRAH Shaktipunj Exp,11447,JABALPUR,HOWRAH JN,1152,1 days 03:45:00,00:30:00,04:15:00
264,HOWRAH - JABALPUR Shaktipunj Exp,11448,HOWRAH JN,JABALPUR,1152,1 days 01:15:00,14:30:00,15:45:00
265,JABALPUR - SHRI MATA VAISHNO DEVI KATRA Express,11449,JABALPUR,S M V D KATRA,1509,1 days 07:10:00,06:00:00,13:10:00
266,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,11450,S M V D KATRA,JABALPUR,1509,1 days 08:55:00,23:45:00,08:40:00
267,JABALPUR - REWA Intercity Exp,11451,JABALPUR,REWA,238,0 days 04:35:00,17:05:00,21:40:00
268,REWA - JABALPUR Intercity Exp,11452,REWA,JABALPUR,238,0 days 04:25:00,06:00:00,10:25:00
269,Prerna Express,11453,AHMEDABAD JN,NAGPUR,959,0 days 19:50:00,16:25:00,12:15:00
270,Somnath-Jabalpur Express,11463,SOMNATH,JABALPUR,1415,1 days 05:30:00,09:40:00,15:10:00
271,Jabalpur-Somnath Express,11464,JABALPUR,SOMNATH,1415,1 days 05:55:00,12:00:00,17:55:00
272,Indore-Jabalpur Overnight Express,11471,INDORE JN BG,JABALPUR,555,0 days 11:55:00,17:45:00,05:40:00
273,Jabalpur-Indore Express,11472,JABALPUR,INDORE JN BG,555,0 days 11:30:00,23:00:00,10:30:00
274,Lucknow-NewDelhi Swarn Shatabdi Express,12003,LUCKNOW,NEW DELHI,511,0 days 06:30:00,15:35:00,22:05:00
275,Ranchi-Howrah Shatabdi Express,12020,RANCHI,HOWRAH JN,423,0 days 07:25:00,13:45:00,21:10:00
276,Barbil Janshatabdi,12021,HOWRAH JN,Barbil,398,0 days 06:55:00,06:20:00,13:15:00
277,Barbil Howrah Janshatabdi,12022,Barbil,HOWRAH JN,398,0 days 07:05:00,13:45:00,20:50:00
278,JABALPUR - DELHI H NIZAMUDDIN Mahakoshal SF Exp,12189,JABALPUR,DELHI H NIZAMUDDIN,961,0 days 17:25:00,18:10:00,11:35:00
279,Bhagalpur Azimganj Passenger,53030,BHAGALPUR,AZIMGANJ JN,226,0 days 08:35:00,04:50:00,13:25:00
280,Ernakulam Kottayam Passenger,56385,ERNAKULAM JN,KOTTAYAM,60,0 days 01:55:00,07:30:00,09:25:00
281,SOMNATH - JABALPUR Exp (via Bina),11465,SOMNATH,JABALPUR,1570,1 days 08:50:00,09:40:00,18:30:00
282,JABALPUR - SOMNATH Exp (via Bina),11466,JABALPUR,SOMNATH,1570,1 days 07:55:00,10:00:00,17:55:00
283,INDORE - JABALPUR Intercity Exp,11702,INDORE JN BG,JABALPUR,761,0 days 16:10:00,04:15:00,20:25:00
284,New Delhi-Bhopal Shatabdi Express,12002,NEW DELHI,BHOPAL JN,701,0 days 07:50:00,06:15:00,14:05:00
285,NewDelh-Lucknowi Swarn Shatabdi Express,12004,NEW DELHI,LUCKNOW,511,0 days 06:15:00,06:15:00,12:30:00
286,New Delhi-Kalka Shatabdi,12005,NEW DELHI,Kalka,303,0 days 04:05:00,17:15:00,21:20:00
287,Kalka-New Delhi Shatabdi,12006,Kalka,NEW DELHI,303,0 days 04:10:00,06:15:00,10:25:00
288,MYSORE - CHENNAI CENT Shatabdi Express,12008,MYSORE JN,CHENNAI CENTRAL,500,0 days 07:10:00,14:15:00,21:25:00
289,Mumbai-Ahmedabad Shatabdi Express,12009,Mumbai Central,AHMEDABAD JN,491,0 days 06:45:00,06:25:00,13:10:00
290,Ahmedabad-Mumbai Central Shatabdi,12010,AHMEDABAD JN,Mumbai Central,491,0 days 07:05:00,14:30:00,21:35:00
291,Kalka Shatabdi Express,12011,NEW DELHI,Kalka,303,0 days 04:05:00,07:40:00,11:45:00
292,Kalka-New Delhi Shatabdi,12012,Kalka,NEW DELHI,303,0 days 04:10:00,17:45:00,21:55:00
293,New Delhi-Amritsar Shatabdi Express,12013,NEW DELHI,AMRITSAR JN,448,0 days 06:05:00,16:30:00,22:35:00
294,Amritsar-NewDelhi Shatabdi,12014,AMRITSAR JN,NEW DELHI,448,0 days 06:15:00,05:00:00,11:15:00
295,New Delhi-Ajmer Shatabdi,12015,NEW DELHI,AJMER JN,443,0 days 06:35:00,06:05:00,12:40:00
296,Ajmer-New Delhi Shatabdi,12016,AJMER JN,NEW DELHI,443,0 days 06:50:00,15:50:00,22:40:00
297,New Delhi-Dehradun Shatabdi,12017,NEW DELHI,DEHRADUN,315,0 days 05:50:00,06:50:00,12:40:00
298,Dehradun-New Delhi Shatabdi,12018,DEHRADUN,NEW DELHI,315,0 days 05:45:00,17:00:00,22:45:00
299,Howrah-Patna Jan Shatabdi,12023,HOWRAH JN,PATNA JN,532,0 days 08:10:00,14:05:00,22:15:00
300,Patna-Howrah Jan Shatabdi,12024,PATNA JN,HOWRAH JN,532,0 days 07:40:00,05:45:00,13:25:00
301,Pune-Secunderabad Shatabdi Express,12025,PUNE JN,SECUNDERABAD JN,597,0 days 08:20:00,05:50:00,14:10:00
302,Secunderabad-Pune Shatabdi,12026,SECUNDERABAD JN,PUNE JN,597,0 days 08:20:00,14:40:00,23:00:00
303,BANGALORE CITY - CHENNAI CENT Shatabdi Exp,12028,BANGALORE CITY JN,CHENNAI CENTRAL,362,0 days 05:00:00,06:00:00,11:00:00
304,New Delhi-Amritsar Swarna Shatabdi Express,12029,NEW DELHI,AMRITSAR JN,448,0 days 06:05:00,07:20:00,13:25:00
305,Amritsar Shatabdi Express,12031,NEW DELHI,AMRITSAR JN,448,0 days 06:05:00,07:20:00,13:25:00
306,Amritsar Shatabdi Express,12032,AMRITSAR JN,NEW DELHI,448,0 days 06:10:00,16:55:00,23:05:00
307,Kanpur Shatabdi,12033,KANPUR CENTRAL,NEW DELHI,437,0 days 05:10:00,06:00:00,11:10:00
308,New Delhi-Kanpur Shatabdi Express,12034,NEW DELHI,KANPUR CENTRAL,437,0 days 04:55:00,15:55:00,20:50:00
309,New Delhi-Ludhiana Shatabdi Express,12037,NEW DELHI,LUDHIANA JN,329,0 days 05:20:00,07:00:00,12:20:00
310,Ludhiana-New Delhi Shatabdi Express,12038,LUDHIANA JN,NEW DELHI,329,0 days 05:25:00,16:40:00,22:05:00
311,DADAR - MADGAON Jan Shatabdi Exp,12051,MUMBAI DADAR CENTRAL,MADGAON,765,0 days 09:00:00,05:10:00,14:10:00
312,MADGAON - DADAR Jan Shatabdi Exp,12052,MADGAON,MUMBAI DADAR CENTRAL,765,0 days 08:50:00,14:30:00,23:20:00
313,Haridwar Amritsar Jan Shatabdi Express,12053,HARIDWAR JN,AMRITSAR JN,407,0 days 07:20:00,14:35:00,21:55:00
314,Amritsar Haridwar Jan Shatabdi,12054,AMRITSAR JN,HARIDWAR JN,407,0 days 06:55:00,07:00:00,13:55:00
315,Dehradun Jan Shatabdi Express,12055,NEW DELHI,DEHRADUN,303,0 days 05:55:00,15:15:00,21:10:00
316,Kota-Hazrat Nizamuddin Jan Shatabdi,12059,KOTA JN,DELHI H NIZAMUDDIN,458,0 days 06:35:00,05:55:00,12:30:00
317,Hazarat Nizamuddin-Kota Jan Shatabdi,12060,DELHI H NIZAMUDDIN,KOTA JN,458,0 days 06:20:00,13:20:00,19:40:00
318,Haridwar Chandigarh Una Link Jan Shatabdi Express,12063,HARIDWAR JN,Una Himachal,368,0 days 07:35:00,14:35:00,22:10:00
319,Una Chandigarh Haridwar Link Jan Shatabdi,12064,Una Himachal,HARIDWAR JN,368,0 days 08:55:00,05:00:00,13:55:00
320,Guwahati Jorhat Jan Shatabdi,12067,GUWAHATI,Jorhat Town,376,0 days 06:40:00,06:30:00,13:10:00
321,Mayiladuturai-Coimbatore Jan Shatabdi,12083,MAYILADUTURAI JN,COIMBATORE JN,362,0 days 06:35:00,14:45:00,21:20:00
322,Mumbai LTT Lucknow Superfast Express,12107,LOKMANYA TILAK TERM,LUCKNOW JN,1410,0 days 22:45:00,16:25:00,15:10:00
323,Lucknow Mumbai LTT Superfast Express,12108,LUCKNOW JN,LOKMANYA TILAK TERM,1409,1 days 00:00:00,22:45:00,22:45:00
324,Panchavati Express,12110,MANMAD JN,MUMBAI CST,261,0 days 04:35:00,06:10:00,10:45:00
325,Manmad-Mumbai LTT Express,12118,MANMAD JN,LOKMANYA TILAK TERM,245,0 days 04:25:00,08:35:00,13:00:00
326,Ernakulam Kottayam Passenger,56389,ERNAKULAM JN,KOTTAYAM,60,0 days 01:55:00,20:05:00,22:00:00
327,Dehradun Jan Shatabdi Express,12056,DEHRADUN,NEW DELHI,305,0 days 06:05:00,05:10:00,11:15:00
328,New Delhi-Una Janshatabdi,12057,NEW DELHI,Una Himachal,410,0 days 07:35:00,14:35:00,22:10:00
329,Una-New Delhi Janshatabdi,12058,Una Himachal,NEW DELHI,410,0 days 07:00:00,05:00:00,12:00:00
330,HabibGanj Bhopal-Jabalpur Jan Shatabdi,12061,HABIBGANJ,JABALPUR,331,0 days 05:15:00,17:40:00,22:55:00
331,Jabalpur-HabibGanj Bhopal Jan Shatabdi,12062,JABALPUR,HABIBGANJ,331,0 days 05:35:00,06:00:00,11:35:00
332,Jorhat Guwahati Jan Shatabdi,12068,Jorhat Town,GUWAHATI,376,0 days 06:50:00,13:55:00,20:45:00
333,Raigarh-Gondia Jan Shatabdi,12069,RAIGARH,GONDIA JN,414,0 days 07:00:00,06:25:00,13:25:00
334,Gondia-Raigarh Jan Shatabdi,12070,GONDIA JN,RAIGARH,414,0 days 07:00:00,15:00:00,22:00:00
335,Aurangabad Mumbai Jan Shatabdi,12072,AURANGABAD,MUMBAI CST,374,0 days 06:45:00,06:00:00,12:45:00
336,Bhubaneswar-Howrah Jan Shatabdi Express,12074,BHUBANESWAR,HOWRAH JN,439,0 days 06:30:00,06:20:00,12:50:00
337,Kozhikode-Trivandrum Jan Shatabdi Express,12075,KOZHIKODE,TRIVANDRUM CENTRAL,399,0 days 07:15:00,13:40:00,20:55:00
338,Trivandrum-Kozhikode Jan Shatabdi Express,12076,TRIVANDRUM CENTRAL,KOZHIKODE,399,0 days 07:00:00,06:00:00,13:00:00
339,Vijayawada Chennai Jan Shatabdi,12078,VIJAYAWADA JN,CHENNAI CENTRAL,431,0 days 06:35:00,14:35:00,21:10:00
340,Bangalore City-Hubli Jan Shatabdi,12079,BANGALORE CITY JN,HUBLI JN,469,0 days 07:25:00,06:00:00,13:25:00
341,Hubli Bangalore Janshatabdi,12080,HUBLI JN,BANGALORE CITY JN,469,0 days 07:25:00,14:00:00,21:25:00
342,Kozhikode - Trivandrum Jan Shatabdi,12081,KOZHIKODE,TRIVANDRUM CENTRAL,413,0 days 07:30:00,06:15:00,13:45:00
343,Trivandrum-Kozhikode Jan Shatabdi,12082,TRIVANDRUM CENTRAL,KOZHIKODE,413,0 days 07:45:00,14:20:00,22:05:00
344,MUMBAI LTT - HOWRAH Janeswari Super Deluxe Exp,12101,LOKMANYA TILAK TERM,HOWRAH JN,1952,1 days 07:00:00,20:35:00,03:35:00
345,HOWRAH - MUMBAI LTT Janeswari Super Deluxe Exp,12102,HOWRAH JN,LOKMANYA TILAK TERM,1952,1 days 06:50:00,22:55:00,05:45:00
346,Pune Lucknow Jn SuperFast Express,12103,PUNE JN,LUCKNOW JN,1478,1 days 00:55:00,16:15:00,17:10:00
347,Lucknow Jn - Pune Express,12104,LUCKNOW JN,PUNE JN,1477,1 days 01:35:00,06:30:00,08:05:00
348,Vidarbha Express,12105,MUMBAI CST,GONDIA JN,968,0 days 16:00:00,19:10:00,11:10:00
349,Vidarbha Express,12106,GONDIA JN,MUMBAI CST,968,0 days 15:55:00,14:55:00,06:50:00
350,Panchavati Express,12109,MUMBAI CST,MANMAD JN,261,0 days 04:35:00,18:15:00,22:50:00
351,Mumbai CST-Amaravati SF Express,12111,MUMBAI CST,Amravati,673,0 days 12:10:00,20:05:00,08:15:00
352,Amaravati-Mumbai CST Express,12112,Amravati,MUMBAI CST,673,0 days 11:30:00,19:05:00,06:35:00
353,Pune-Nagpur Garib Rath Express,12113,PUNE JN,NAGPUR,890,0 days 15:45:00,17:40:00,09:25:00
354,Nagpur-Pune Garib Rath,12114,NAGPUR,PUNE JN,890,0 days 15:10:00,18:35:00,09:45:00
355,Siddheshwar Express,12115,MUMBAI CST,SOLAPUR JN,455,0 days 08:15:00,22:42:00,06:57:00
356,Siddheshwar Express,12116,SOLAPUR JN,MUMBAI CST,455,0 days 08:15:00,22:45:00,07:00:00
357,Mumbai LTT- Manmad Express,12117,LOKMANYA TILAK TERM,MANMAD JN,245,0 days 04:25:00,15:00:00,19:25:00
358,Amaravati Nagpur Express,12119,Amravati,NAGPUR,184,0 days 03:20:00,05:15:00,08:35:00
359,Nagpur Amravati Express,12120,NAGPUR,Amravati,184,0 days 03:20:00,18:25:00,21:45:00
360,DELHI H NIZAMUDDIN - JABALPUR S Kranti Exp,12122,DELHI H NIZAMUDDIN,JABALPUR,909,0 days 14:35:00,17:25:00,08:00:00
361,Pune -Nagpur SuperFast Express,12135,PUNE JN,NAGPUR,890,0 days 15:45:00,17:40:00,09:25:00
362,Nagpur Pune Express,12136,NAGPUR,PUNE JN,890,0 days 15:10:00,18:35:00,09:45:00
363,Punjab Mail,12137,MUMBAI CST,FIROZPUR CANT,1930,1 days 10:00:00,19:40:00,05:40:00
364,Punjab Mail,12138,FIROZPUR CANT,MUMBAI CST,1930,1 days 09:55:00,21:40:00,07:35:00
365,Sevagram Express,12139,MUMBAI CST,NAGPUR,838,0 days 15:10:00,15:00:00,06:10:00
366,Sewagram Express Slip,12139-Slip,MUMBAI CST,NAGPUR,838,0 days 15:10:00,15:00:00,06:10:00
367,Sevagram Express,12140,NAGPUR,MUMBAI CST,838,0 days 15:00:00,21:00:00,12:00:00
368,LTT Sultanpur Superfast Weekly Express,12143,LOKMANYA TILAK TERM,SULTANPUR,1550,1 days 03:05:00,16:40:00,19:45:00
369,Sultanpur-LTT Weekly SF Express,12144,SULTANPUR,LOKMANYA TILAK TERM,1550,1 days 04:15:00,23:55:00,04:10:00
370,Nizamuddin-Kolhapur Express,12148,DELHI H NIZAMUDDIN,C SHAHU M RAJ KOLHAPUR TERM,1915,1 days 10:20:00,06:00:00,16:20:00
371,Lashkar Superfast Express,12161,LOKMANYA TILAK TERM,AGRA CANTT,1334,0 days 20:30:00,16:25:00,12:55:00
372,Lashkar Express,12162,AGRA CANTT,LOKMANYA TILAK TERM,1334,0 days 22:55:00,23:50:00,22:45:00
373,Agra Fort Bandikui Pass,51817,AGRA FORT,BANDIKUI JN,150,0 days 03:30:00,17:00:00,20:30:00
374,Deccan Queen SF Express,12123,MUMBAI CST,PUNE JN,192,0 days 03:15:00,17:10:00,20:25:00
375,Deccan Queen SF Express,12124,PUNE JN,MUMBAI CST,192,0 days 03:10:00,07:15:00,10:25:00
376,Pragati Superfast Express,12125,MUMBAI CST,PUNE JN,192,0 days 03:28:00,16:25:00,19:53:00
377,Pragati Superfast Express,12126,PUNE JN,MUMBAI CST,192,0 days 03:20:00,07:50:00,11:10:00
378,MumbaiCST-Pune SF InterCity,12127,MUMBAI CST,PUNE JN,192,0 days 03:07:00,06:45:00,09:52:00
379,Pune-MumbaiCST Intercity Express,12128,PUNE JN,MUMBAI CST,192,0 days 03:05:00,17:55:00,21:00:00
380,PUNE - HOWRAH Azad Hind SF Exp,12129,PUNE JN,HOWRAH JN,2020,1 days 09:25:00,18:25:00,03:50:00
381,HOWRAH - PUNE Azad Hind SF Exp,12130,HOWRAH JN,PUNE JN,2020,1 days 08:55:00,21:55:00,06:50:00
382,Mumbai Dadar-Sainagar Shirdi Express,12131,MUMBAI DADAR CENTRAL,SAINAGAR SHIRDI,336,0 days 06:06:00,21:45:00,03:51:00
383,Sainagar Shirdi-Mumbai Dadar Express,12132,SAINAGAR SHIRDI,MUMBAI DADAR CENTRAL,336,0 days 06:05:00,10:00:00,16:05:00
384,MUMBAI CST - MANGALORE Exp,12133,MUMBAI CST,MANGALORE JN,1195,0 days 14:10:00,22:15:00,12:25:00
385,MANGALORE - MUMBAI CST Exp,12134,MANGALORE JN,MUMBAI CST,1195,0 days 14:25:00,14:00:00,04:25:00
386,MUMBAI LTT - PATLIPUTRA SF Exp,12141,LOKMANYA TILAK TERM,PATLIPUTRA,1714,1 days 05:15:00,23:25:00,04:40:00
387,MUMBAI LTT - PURI SF Exp,12145,LOKMANYA TILAK TERM,PURI,1818,1 days 08:55:00,20:35:00,05:30:00
388,Kolhapur-Nizamuddin Express,12147,C SHAHU M RAJ KOLHAPUR TERM,DELHI H NIZAMUDDIN,1915,1 days 08:00:00,09:05:00,17:05:00
389,PUNE - PATLIPUTRA SF Exp,12149,PUNE JN,PATLIPUTRA,1781,1 days 07:05:00,20:55:00,04:00:00
390,PATLIPUTRA - PUNE SF Exp,12150,PATLIPUTRA,PUNE JN,1780,1 days 06:35:00,22:55:00,05:30:00
391,MUMBAI LTT - HOWRAH Samarsata SF Exp,12151,LOKMANYA TILAK TERM,HOWRAH JN,2082,1 days 11:50:00,20:35:00,08:25:00
392,HOWRAH - MUMBAI LTT Samarsata SF Exp,12152,HOWRAH JN,LOKMANYA TILAK TERM,2082,1 days 10:15:00,21:15:00,07:30:00
393,Lokmanya Tilak (T) Habibganj Express,12153,LOKMANYA TILAK TERM,HABIBGANJ,822,0 days 13:05:00,16:25:00,05:30:00
394,Habibganj LTT Superfast Express,12154,HABIBGANJ,LOKMANYA TILAK TERM,822,0 days 13:10:00,18:20:00,07:30:00
395,Shaan-e-Bhopal Express,12155,HABIBGANJ,DELHI H NIZAMUDDIN,700,0 days 11:00:00,21:05:00,08:05:00
396,Shaan E Bhopal SF Express,12156,DELHI H NIZAMUDDIN,HABIBGANJ,700,0 days 10:05:00,21:00:00,07:05:00
397,Hutatma Express,12157,PUNE JN,SOLAPUR JN,264,0 days 04:00:00,18:00:00,22:00:00
398,Hutatma Express,12158,SOLAPUR JN,PUNE JN,264,0 days 04:00:00,06:30:00,10:30:00
399,Amravati -Jabalpur Express,12159,Amravati,JABALPUR,726,0 days 13:00:00,17:45:00,06:45:00
400,Jabalpur - Amravati Express,12160,JABALPUR,Amravati,726,0 days 13:00:00,20:50:00,09:50:00
401,VARANASI - MUMBAI LTT Ratnagiri SF Exp,12166,VARANASI JN,LOKMANYA TILAK TERM,1483,1 days 01:15:00,20:25:00,21:40:00
402,MUMBAI LTT - VARANASI SF Exp,12167,LOKMANYA TILAK TERM,VARANASI JN,1480,1 days 03:15:00,00:35:00,03:50:00
403,VARANASI - MUMBAI LTT SF Exp,12168,VARANASI JN,LOKMANYA TILAK TERM,1480,1 days 02:05:00,10:25:00,12:30:00
404,Pune Solapur InterCity Express,12169,PUNE JN,SOLAPUR JN,264,0 days 04:00:00,09:30:00,13:30:00
405,Solapur Pune Intercity Express,12170,SOLAPUR JN,PUNE JN,264,0 days 04:05:00,14:00:00,18:05:00
406,Mumbai LTT -Haridwar AC Express,12171,LOKMANYA TILAK TERM,HARIDWAR JN,1772,1 days 05:20:00,07:55:00,13:15:00
407,Haridwar-Mumbai LTT AC Express,12172,HARIDWAR JN,LOKMANYA TILAK TERM,1772,1 days 05:05:00,18:40:00,23:45:00
408,Udyog Nagri Express,12173,LOKMANYA TILAK TERM,PARTAPGARH JN,1583,1 days 02:30:00,16:25:00,18:55:00
409,Udyog Nagri Express,12174,PARTAPGARH JN,LOKMANYA TILAK TERM,1583,1 days 04:25:00,01:50:00,06:15:00
410,Chambal Express,12177,HOWRAH JN,MATHURA JN,1475,1 days 02:45:00,17:45:00,20:30:00
411,Chambal Express,12178,MATHURA JN,HOWRAH JN,1475,1 days 02:25:00,04:20:00,06:45:00
412,Bhopal Partapgarh Express,12183,BHOPAL JN,PARTAPGARH JN,758,0 days 13:40:00,19:20:00,09:00:00
413,Pratapgarh-Bhopal Express,12184,PARTAPGARH JN,BHOPAL JN,756,0 days 13:40:00,19:10:00,08:50:00
414,BHOPAL HABIBGANJ - REWA Rewanchal Exp,12185,HABIBGANJ,REWA,554,0 days 10:00:00,22:00:00,08:00:00
415,REWA - BHOPAL HABIBGANJ Rewanchal Exp,12186,REWA,HABIBGANJ,554,0 days 10:00:00,20:05:00,06:05:00
416,Jabalpur-CST Garib Rath Express,12187,JABALPUR,MUMBAI CST,997,0 days 16:45:00,19:30:00,12:15:00
417,Mumbai-Jabalpur Garib Rath Express,12188,MUMBAI CST,JABALPUR,997,0 days 16:30:00,13:30:00,06:00:00
418,Partapgarh Bhopal SuperFast Express,12194,PARTAPGARH JN,BHOPAL JN,756,0 days 13:40:00,19:10:00,08:50:00
419,Agra Fort - Ajmer Express,12195,AGRA FORT,AJMER JN,376,0 days 06:35:00,05:10:00,11:45:00
420,Ajmer-Agra Fort Express,12196,AJMER JN,AGRA FORT,376,0 days 06:20:00,15:10:00,21:30:00
